standard_system,standard_id,standard_name_zh,standard_name_en,company_id,company_name_zh,company_name_en,world500_rank,industry_section_code,industry_section_name_zh,industry_section_name_en,current_company_workbench_code,current_company_workbench_name_zh,industry_consistency_status,decision_bucket,evidence_status,evidence_page,source_file,snippet,enters_sankey,review_note
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r122_carrefour,家乐福,CARREFOUR,122,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,93,Carrefour_2024_Universal_Registration_Document.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ational Agreement on Plastic Packaging Reducing Scope 3 greenhouse gas emissions Adapting products and supply chains to climate change Scientific experts and consultants Definition of industry‑level/ national strategies Partnerships EY, ICa Carrefour_2024_Universal_Registration_Docume…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r123_pepsico,百事公司,PEPSICO,123,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,21,PEPSICO-2024-esg-summary-esg-performance-metrics.pdf,"ith industry standards, advocating for supportive government policies and understanding the views of diverse stakeholders will influence the progress we are ...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r123_pepsico,百事公司,PEPSICO,123,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,21,PEPSICO-2024-esg-summary-esg-performance-metrics.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ith industry standards, advocating for supportive government policies and understanding the views of diverse stakeholders will influence the progress we are able to make in working towards our targets. 1 Goal tracks Scope 1 and 2 emissions PEPSICO-2024-esg-summary-esg-performance-metr…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r123_pepsico,百事公司,PEPSICO,123,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,21,PEPSICO-2024-esg-summary-esg-performance-metrics.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ith industry standards, advocating for supportive government policies and understanding the views of diverse stakeholders will influence the progress we are able to make in working towards our targets. 1 Goal tracks Scope 1 and 2 emissions PEPSICO-2024-esg-summary-esg-performance-metr…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r123_pepsico,百事公司,PEPSICO,123,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,21,PEPSICO-2024-esg-summary-esg-performance-metrics.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ith industry standards, advocating for supportive government policies and understanding the views of diverse stakeholders will influence the progress we are able to make in working towards our targets. 1 Goal tracks Scope 1 and 2 emissions PEPSICO-2024-esg-summary-esg-performance-metr…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r124_unitedparcelservice,联合包裹速递服务公司,UNITED PARCEL SERVICE,124,G,交通运输、仓储和邮政业,"Transport, Storage and Post",G,交通运输、仓储和邮政业,consistent_with_company_workbench,accepted,verified,10 | 49,2024-UPS-GRI-Report.pdf,GHG emissions information is prepared in accordance with the World Resources Institute (WRI)/World Business Council for Sustainable Development (WBCSD) Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (Revised Edition). Scope 3 GHG emissions information is prepared in accordance with the WRI/WBCSD Greenhouse Gas Protocol: Corporate Val…,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r124_unitedparcelservice,联合包裹速递服务公司,UNITED PARCEL SERVICE,124,G,交通运输、仓储和邮政业,"Transport, Storage and Post",G,交通运输、仓储和邮政业,consistent_with_company_workbench,accepted,verified,10 | 49,2024-UPS-GRI-Report.pdf,"Protocol: A Corporate Accounting and Reporting Standard (Revised Edition). Scope 3 GHG emissions information is prepared in accordance with the WRI/WBCSD Greenhouse Gas Protocol: Corporate Value Chain (Scope 3), Accounting and Reporting Standard. Collectively, the Corporate Accounting and Reporting Standard (Revised Edition) and the Corporate Value Chain (S…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r124_unitedparcelservice,联合包裹速递服务公司,UNITED PARCEL SERVICE,124,G,交通运输、仓储和邮政业,"Transport, Storage and Post",G,交通运输、仓储和邮政业,consistent_with_company_workbench,demoted,review,10,2024-UPS-GRI-Report.pdf,Structured standard tag: GHG Protocol; Standard role: Accounting standard sustainability reports prior to publication. The Board's Audit Committee is responsible for overseeing the annual engagement of the independent third-party that examines UPS management's assertion that the Statement of GHG emissions is in a 2024-UPS-GRI-Report.pdf The Board's oversigh…,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r124_unitedparcelservice,联合包裹速递服务公司,UNITED PARCEL SERVICE,124,G,交通运输、仓储和邮政业,"Transport, Storage and Post",G,交通运输、仓储和邮政业,consistent_with_company_workbench,demoted,review,10,2024-UPS-GRI-Report.pdf,Structured standard tag: GHG Protocol; Standard role: Accounting standard sustainability reports prior to publication. The Board's Audit Committee is responsible for overseeing the annual engagement of the independent third-party that examines UPS management's assertion that the Statement of GHG emissions is in a 2024-UPS-GRI-Report.pdf The Board's oversigh…,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r125_ptt,泰国国家石油有限公司,PTT,125,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,demoted,review,152,PTT One Report ENG 2024.pdf,"sed from private power plants, GPSC and GC. • The emission factors and global warming potential (GWP) values used are referenced from IPCC AR6 for GWP calcul...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r125_ptt,泰国国家石油有限公司,PTT,125,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,demoted,review,152,PTT One Report ENG 2024.pdf,"sed from private power plants, GPSC and GC. • The emission factors and global warming potential (GWP) values used are referenced from IPCC AR6 for GWP calcul...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r125_ptt,泰国国家石油有限公司,PTT,125,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,demoted,review,152,PTT One Report ENG 2024.pdf,"sed from private power plants, GPSC and GC. • The emission factors and global warming potential (GWP) values used are referenced from IPCC AR6 for GWP calcul...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r125_ptt,泰国国家石油有限公司,PTT,125,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,demoted,review,152,PTT One Report ENG 2024.pdf,"sed from private power plants, GPSC and GC. • The emission factors and global warming potential (GWP) values used are referenced from IPCC AR6 for GWP calcul...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,r126_axa,安盛,AXA,126,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,162 | 229,axa_urd2024_accessible_va.pdf,"ogies, protocols, and frameworks at the time of the target setting development in 2022 and 2023: ● ● ● ● Methodology for associating insured emissions to insurers developed by the PCAF, namely the PCAF Standard Part C (2) published in 2023 which outlines the Insurance‑Associated Emissions (""IAE"") methodologies for most, but not all, Commercial lines of busi…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r126_axa,安盛,AXA,126,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,234 | 152,axa_urd2024_accessible_va.pdf,"(category 12) and franchise (category 14) are inapplicable to AXA's operations. Calculation methodology AXA's calculation methodology applies GHG protocol, namely the GHG Protocol Scope 2 Guidance and the GHG Protocol Corporate Value Chain. In respect of Scope 3 emissions, the methodology does not take into account any removals, purchases, sales or transfer…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r126_axa,安盛,AXA,126,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,234 | 152,axa_urd2024_accessible_va.pdf,"14) are inapplicable to AXA's operations. Calculation methodology AXA's calculation methodology applies GHG protocol, namely the GHG Protocol Scope 2 Guidance and the GHG Protocol Corporate Value Chain. In respect of Scope 3 emissions, the methodology does not take into account any removals, purchases, sales or transfers of carbon credits or GHG allowances.…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r126_axa,安盛,AXA,126,J,金融业,Finance,J,金融业,consistent_with_company_workbench,demoted,review,152,axa_urd2024_accessible_va.pdf,"cond target (2) aiming for a 50% reduction in carbon intensity of its General Account by 2030 compared to 2019. The target encompasses listed corporate debt,...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r127_fedex,联邦快递,FEDEX,127,G,交通运输、仓储和邮政业,"Transport, Storage and Post",G,交通运输、仓储和邮政业,consistent_with_company_workbench,demoted,review,19,FedEx_2025_CR_Report.pdf,"and exploring how enhanced weathering can be integrated into industrial and agricultural processes, such as wastewater treatment and irrigation systems. Enha...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r127_fedex,联邦快递,FEDEX,127,G,交通运输、仓储和邮政业,"Transport, Storage and Post",G,交通运输、仓储和邮政业,consistent_with_company_workbench,demoted,review,19,FedEx_2025_CR_Report.pdf,"and exploring how enhanced weathering can be integrated into industrial and agricultural processes, such as wastewater treatment and irrigation systems. Enha...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r127_fedex,联邦快递,FEDEX,127,G,交通运输、仓储和邮政业,"Transport, Storage and Post",G,交通运输、仓储和邮政业,consistent_with_company_workbench,demoted,review,19,FedEx_2025_CR_Report.pdf,"and exploring how enhanced weathering can be integrated into industrial and agricultural processes, such as wastewater treatment and irrigation systems. Enha...",false,generic_or_scope_context_without_explicit_fine_series_name
