priority_rank,priority_group,priority_group_zh,world500_rank,company_id,company_name_en,company_name_zh,readiness_status,readiness_status_zh,readiness_score,readiness_score_max,missing_requirement_count,primary_workstream,primary_workstream_zh,missing_workstreams,missing_workstreams_zh,missing_requirement_keys,missing_requirement_zh,direct_scope_set,scope_candidate_count,scope3_candidate_count,scope3_category_count,next_action_zh,acceptance_note_zh
191,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,45,r045_citigroup,CITIGROUP,花旗集团,evidence_graph_only,仅事实图谱/证据层,8,14,6,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,,0,0,1,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
192,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,65,r065_mitsubishi,MITSUBISHI,三菱商事株式会社,evidence_graph_only,仅事实图谱/证据层,8,14,6,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；目标-基准-进度链完整,,0,0,2,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
193,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,77,r077_deutschetelekom,DEUTSCHE TELEKOM,德国电信,evidence_graph_only,仅事实图谱/证据层,8,14,6,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；目标-基准-进度链完整,,0,0,2,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
194,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,90,r090_target,TARGET,塔吉特公司,evidence_graph_only,仅事实图谱/证据层,8,14,6,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,,0,0,2,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
195,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,120,r120_nippontelegraphandtelephone,NIPPON TELEGRAPH AND TELEPHONE,日本电报电话公司,evidence_graph_only,仅事实图谱/证据层,8,14,6,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,,0,0,0,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
196,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,122,r122_carrefour,CARREFOUR,家乐福,evidence_graph_only,仅事实图谱/证据层,8,14,6,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,,0,0,8,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
197,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,124,r124_unitedparcelservice,UNITED PARCEL SERVICE,联合包裹速递服务公司,evidence_graph_only,仅事实图谱/证据层,8,14,6,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_energy_consumption_fact|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有能耗事实；目标-基准-进度链完整,,0,0,7,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
198,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,136,r136_nissanmotor,NISSAN MOTOR,日产汽车,evidence_graph_only,仅事实图谱/证据层,8,14,6,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,,0,0,1,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
199,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,144,r144_nipponlifeinsurance,NIPPON LIFE INSURANCE,日本生命保险公司,evidence_graph_only,仅事实图谱/证据层,8,14,6,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_energy_consumption_fact|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有能耗事实；目标-基准-进度链完整,,0,0,0,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
200,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,158,r158_peoplesinsurancecoofchina,PEOPLE'S INSURANCE CO. OF CHINA,中国人民保险集团股份有限公司,evidence_graph_only,仅事实图谱/证据层,8,14,6,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,,0,0,0,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
201,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,169,r169_lukoil,LUKOIL,卢克石油公司,evidence_graph_only,仅事实图谱/证据层,8,14,6,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,,0,0,0,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
202,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,182,r182_ubsgroup,UBS GROUP,瑞银集团,evidence_graph_only,仅事实图谱/证据层,8,14,6,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；目标-基准-进度链完整,,0,0,6,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
203,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,223,r223_stonex集团,StoneX,StoneX,evidence_graph_only,仅事实图谱/证据层,8,14,6,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,,0,0,1,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
